@RELATION urnsModelData

@ATTRIBUTE logLen NUMERIC
@ATTRIBUTE singleton NUMERIC
@ATTRIBUTE low5 NUMERIC
@ATTRIBUTE mean NUMERIC
@ATTRIBUTE median NUMERIC
@ATTRIBUTE top10 NUMERIC
@ATTRIBUTE top50 NUMERIC
@ATTRIBUTE top100 NUMERIC
@ATTRIBUTE top1000 NUMERIC
@ATTRIBUTE logLenC NUMERIC

@DATA
10.2536,0.0299,0.0628,13.1055,2.0000,0.3504,0.4954,0.5581,0.7526,6.634633357861686
10.4321,0.0142,0.0401,18.9529,3.0000,0.3515,0.4954,0.5587,0.7531,6.634633357861686
10.5380,0.0471,0.0870,10.1186,2.0000,0.4940,0.5841,0.6221,0.7507,1.6094379124341003
10.4469,0.0566,0.0979,9.1075,1.0000,0.4934,0.5836,0.6213,0.7499,1.6094379124341003
10.3971,0.0599,0.1024,8.7514,1.0000,0.4911,0.5810,0.6191,0.7498,1.6094379124341003
10.9117,0.0898,0.1270,7.2751,1.0000,0.4007,0.5251,0.5759,0.7283,5.204006687076795
10.9930,0.0829,0.1197,7.6696,1.0000,0.4002,0.5238,0.5749,0.7270,5.204006687076795
10.7176,0.1028,0.1412,6.5837,1.0000,0.4002,0.5235,0.5747,0.7277,5.204006687076795
10.2524,0.0034,0.0277,18.8061,5.0000,0.1294,0.2273,0.2839,0.5420,7.1372784372603855
10.2664,0.0009,0.0137,25.7794,7.0000,0.1293,0.2259,0.2829,0.5406,7.1372784372603855
10.2722,0.0000,0.0001,76.5562,21.0000,0.1290,0.2261,0.2830,0.5407,7.1372784372603855
10.6255,0.0476,0.0832,10.6164,1.0000,0.4423,0.5742,0.6271,0.7650,3.2188758248682006
10.3823,0.0669,0.1053,8.6112,1.0000,0.4436,0.5752,0.6278,0.7659,3.2188758248682006
10.3612,0.0673,0.1054,8.5975,1.0000,0.4440,0.5761,0.6286,0.7669,3.2188758248682006
10.5291,0.0037,0.0254,22.4862,5.0000,0.1944,0.3241,0.3957,0.6682,5.6937321388027
10.4261,0.0177,0.0595,12.8746,3.0000,0.1935,0.3227,0.3948,0.6686,5.6937321388027
10.4162,0.0192,0.0618,12.5290,3.0000,0.1951,0.3249,0.3966,0.6701,5.6937321388027
10.4431,0.0010,0.0155,25.3399,7.0000,0.3081,0.4622,0.4992,0.6383,3.044522437723423
10.3511,0.0178,0.0674,11.2385,3.0000,0.3078,0.4613,0.4985,0.6388,3.044522437723423
10.4498,0.0000,0.0000,89.6330,23.0000,0.3082,0.4625,0.4995,0.6379,3.044522437723423
9.9885,0.0235,0.0558,14.5441,2.0000,0.4244,0.5588,0.6149,0.7848,6.502790045915623
10.0271,0.0205,0.0508,15.6905,2.0000,0.4236,0.5586,0.6149,0.7852,6.502790045915623
10.0385,0.0194,0.0493,16.1230,2.0000,0.4250,0.5594,0.6164,0.7856,6.502790045915623
10.0265,0.0535,0.0911,9.7529,1.0000,0.4731,0.6022,0.6497,0.7885,2.70805020110221
10.0609,0.0505,0.0875,10.1127,1.0000,0.4726,0.6014,0.6494,0.7880,2.70805020110221
10.0880,0.0479,0.0847,10.4146,2.0000,0.4721,0.6008,0.6482,0.7881,2.70805020110221
10.7193,0.0676,0.1054,8.6178,1.0000,0.4238,0.5470,0.5979,0.7485,4.564348191467836
10.8581,0.0563,0.0925,9.6847,1.0000,0.4231,0.5469,0.5974,0.7484,4.564348191467836
10.4802,0.0850,0.1236,7.4326,1.0000,0.4234,0.5469,0.5976,0.7495,4.564348191467836
9.9131,0.0378,0.0734,11.7276,2.0000,0.4417,0.5778,0.6348,0.7974,3.912023005428146
10.2559,0.0096,0.0326,22.6064,3.0000,0.4417,0.5773,0.6333,0.7951,3.912023005428146
9.9073,0.0381,0.0740,11.6599,2.0000,0.4426,0.5793,0.6356,0.7976,3.912023005428146
9.9858,0.0376,0.0730,11.7946,2.0000,0.3767,0.5414,0.6160,0.7947,4.127134385045092
10.1188,0.0264,0.0587,14.1775,2.0000,0.3747,0.5395,0.6132,0.7917,4.127134385045092
9.9409,0.0414,0.0782,11.0931,2.0000,0.3768,0.5409,0.6137,0.7921,4.127134385045092
10.4239,0.0104,0.0337,21.6261,3.0000,0.3157,0.4630,0.5308,0.7464,6.490723534502507
10.1953,0.0298,0.0630,13.1055,2.0000,0.3168,0.4645,0.5322,0.7488,6.490723534502507
10.1334,0.0355,0.0707,11.8566,2.0000,0.3172,0.4640,0.5321,0.7475,6.490723534502507
10.1591,0.0160,0.0505,14.0099,3.0000,0.1982,0.3196,0.3829,0.6287,7.602401335665818
10.1334,0.0189,0.0566,12.8611,3.0000,0.1981,0.3196,0.3833,0.6286,7.602401335665818
10.0383,0.0319,0.0761,10.1123,2.0000,0.1982,0.3194,0.3827,0.6307,7.602401335665818
10.2818,0.0032,0.0178,33.9127,4.0000,0.3818,0.5418,0.6123,0.7959,4.290459441148391
9.8804,0.0366,0.0721,11.9137,2.0000,0.3818,0.5426,0.6133,0.7989,4.290459441148391
10.1410,0.0147,0.0413,18.8558,3.0000,0.3823,0.5419,0.6127,0.7972,4.290459441148391
10.0166,0.0263,0.0632,12.4327,2.0000,0.2896,0.4313,0.4982,0.7179,7.943427767876373
10.1334,0.0154,0.0440,16.4542,3.0000,0.2890,0.4309,0.4978,0.7186,7.943427767876373
10.2063,0.0086,0.0308,21.3250,4.0000,0.2899,0.4327,0.4994,0.7181,7.943427767876373
10.5888,0.0860,0.1350,6.6680,1.0000,0.2111,0.3375,0.4026,0.6483,6.601230118728877
10.5799,0.0875,0.1365,6.5893,1.0000,0.2124,0.3387,0.4035,0.6484,6.601230118728877
11.1521,0.0281,0.0661,12.4717,2.0000,0.2129,0.3389,0.4037,0.6470,6.601230118728877
9.8538,0.0253,0.0577,14.2810,2.0000,0.4095,0.5574,0.6199,0.8017,4.59511985013459
10.0816,0.0056,0.0239,27.8942,4.0000,0.4109,0.5583,0.6206,0.8021,4.59511985013459
10.1066,0.0038,0.0195,31.7799,4.0000,0.4110,0.5579,0.6198,0.8013,4.59511985013459
9.6750,0.0158,0.0456,16.6022,3.0000,0.3832,0.5306,0.5940,0.7885,7.168579897264035
9.8470,0.0000,0.0000,163.7873,23.0000,0.3843,0.5313,0.5948,0.7868,7.168579897264035
9.7541,0.0089,0.0324,21.3916,3.0000,0.3827,0.5310,0.5940,0.7879,7.168579897264035
10.7160,0.0091,0.0309,23.6316,3.0000,0.4525,0.5720,0.6214,0.7712,5.739792912179234
10.3596,0.0379,0.0729,11.8292,2.0000,0.4528,0.5723,0.6214,0.7718,5.739792912179234
10.3191,0.0415,0.0772,11.2302,2.0000,0.4533,0.5729,0.6221,0.7722,5.739792912179234
10.3361,0.0568,0.0946,9.4623,1.0000,0.4386,0.5938,0.6393,0.7733,2.70805020110221
10.8890,0.0129,0.0375,20.6563,3.0000,0.4386,0.5936,0.6390,0.7723,2.70805020110221
10.5896,0.0371,0.0710,12.1762,2.0000,0.4375,0.5913,0.6371,0.7712,2.70805020110221
10.0069,0.0268,0.0589,14.0136,2.0000,0.3888,0.5355,0.5980,0.7886,5.176149732573829
10.2353,0.0070,0.0270,25.6207,3.0000,0.3892,0.5367,0.5999,0.7894,5.176149732573829
10.0859,0.0200,0.0497,16.1567,2.0000,0.3897,0.5370,0.5998,0.7892,5.176149732573829
10.7846,0.0290,0.0607,13.9675,2.0000,0.4463,0.5881,0.6349,0.7681,2.833213344056216
10.6568,0.0395,0.0735,11.8388,2.0000,0.4470,0.5878,0.6349,0.7685,2.833213344056216
10.3149,0.0666,0.1052,8.6181,1.0000,0.4474,0.5888,0.6358,0.7691,2.833213344056216
10.0330,0.0415,0.0781,11.1607,2.0000,0.5105,0.6167,0.6586,0.7924,1.791759469228055
10.3575,0.0146,0.0404,19.2724,3.0000,0.5089,0.6150,0.6563,0.7909,1.791759469228055
10.5382,0.0003,0.0046,66.1973,8.0000,0.5090,0.6153,0.6564,0.7906,1.791759469228055
11.3132,0.1273,0.1825,4.9755,1.0000,0.1531,0.2502,0.3015,0.5073,7.934155233536322
11.2795,0.1301,0.1854,4.8977,1.0000,0.1526,0.2494,0.3016,0.5073,7.934155233536322
11.2389,0.1355,0.1909,4.7588,1.0000,0.1524,0.2502,0.3014,0.5061,7.934155233536322
10.7194,0.0024,0.0148,38.3332,5.0000,0.3579,0.5021,0.5651,0.7577,6.023447592961033
10.4093,0.0275,0.0594,13.9455,2.0000,0.3574,0.5007,0.5634,0.7573,6.023447592961033
10.3166,0.0352,0.0693,12.2331,2.0000,0.3582,0.5019,0.5647,0.7589,6.023447592961033
10.4259,0.0046,0.0326,17.7043,5.0000,0.3887,0.4708,0.5031,0.6376,2.3978952727983707
10.4025,0.0088,0.0470,14.3141,4.0000,0.3888,0.4717,0.5038,0.6387,2.3978952727983707
10.3548,0.0176,0.0675,11.2335,3.0000,0.3886,0.4713,0.5037,0.6402,2.3978952727983707
10.4945,0.0233,0.0533,15.4380,2.0000,0.4169,0.5520,0.6082,0.7759,4.7535901911063645
10.6104,0.0140,0.0392,19.7373,3.0000,0.4175,0.5524,0.6082,0.7751,4.7535901911063645
10.7836,0.0003,0.0049,65.2928,8.0000,0.4181,0.5530,0.6092,0.7750,4.7535901911063645
10.4222,0.0462,0.1134,7.5564,2.0000,0.2804,0.4505,0.4907,0.6277,3.332204510175204
10.4851,0.0350,0.0966,8.6150,2.0000,0.2815,0.4525,0.4929,0.6308,3.332204510175204
10.6100,0.0117,0.0537,13.1847,3.0000,0.2789,0.4499,0.4903,0.6272,3.332204510175204
11.3817,0.0505,0.0849,10.5161,1.0000,0.4092,0.5356,0.5878,0.7352,4.290459441148391
10.5216,0.1117,0.1505,6.2145,1.0000,0.4073,0.5341,0.5869,0.7360,4.290459441148391
10.6073,0.1050,0.1437,6.4949,1.0000,0.4094,0.5360,0.5882,0.7372,4.290459441148391
9.9893,0.0315,0.0774,10.7418,2.0000,0.3701,0.5374,0.5833,0.7346,2.833213344056216
10.2349,0.0002,0.0048,49.3068,9.0000,0.3693,0.5377,0.5833,0.7330,2.833213344056216
10.2270,0.0011,0.0124,34.1005,6.0000,0.3693,0.5369,0.5826,0.7332,2.833213344056216
10.4868,0.0080,0.0407,15.8026,4.0000,0.1434,0.2451,0.3026,0.5519,7.25063551189868
10.4438,0.0150,0.0578,12.4686,3.0000,0.1420,0.2439,0.3015,0.5514,7.25063551189868
10.3788,0.0261,0.0782,9.9120,3.0000,0.1430,0.2447,0.3024,0.5527,7.25063551189868
10.7668,0.0324,0.0715,11.8240,2.0000,0.3305,0.5201,0.5820,0.7274,3.4965075614664802
10.3246,0.0777,0.1256,7.2396,1.0000,0.3315,0.5201,0.5817,0.7275,3.4965075614664802
10.8260,0.0269,0.0638,12.9756,2.0000,0.3301,0.5197,0.5811,0.7257,3.4965075614664802
10.3374,0.0344,0.0710,11.9377,2.0000,0.2745,0.4269,0.5025,0.7518,5.497168225293202
10.5922,0.0106,0.0352,20.9084,3.0000,0.2743,0.4273,0.5032,0.7524,5.497168225293202
10.3168,0.0359,0.0731,11.6456,2.0000,0.2749,0.4286,0.5038,0.7536,5.497168225293202
10.6286,0.0777,0.1170,7.6681,1.0000,0.3309,0.4658,0.5249,0.7088,7.249215057114389
10.7463,0.0685,0.1064,8.3596,1.0000,0.3308,0.4667,0.5263,0.7098,7.249215057114389
10.4794,0.0891,0.1305,6.9425,1.0000,0.3316,0.4678,0.5272,0.7106,7.249215057114389
10.9803,0.0641,0.1007,8.8893,1.0000,0.3330,0.4687,0.5278,0.7096,6.647688373563329
10.5287,0.0963,0.1355,6.7264,1.0000,0.3337,0.4686,0.5293,0.7119,6.647688373563329
10.6015,0.0936,0.1323,6.8998,1.0000,0.3340,0.4697,0.5294,0.7118,6.647688373563329
11.5343,0.0236,0.0521,15.8958,2.0000,0.3942,0.5189,0.5706,0.7251,6.738152494595957
11.0672,0.0583,0.0947,9.4422,1.0000,0.3950,0.5198,0.5721,0.7259,6.738152494595957
11.7313,0.0087,0.0289,25.3093,3.0000,0.3945,0.5195,0.5714,0.7251,6.738152494595957
10.3583,0.0043,0.0207,30.9587,4.0000,0.3271,0.4946,0.5751,0.7895,4.727387818712341
10.4126,0.0003,0.0044,66.5280,8.0000,0.3269,0.4948,0.5753,0.7895,4.727387818712341
10.1686,0.0200,0.0494,16.2707,2.0000,0.3255,0.4943,0.5747,0.7896,4.727387818712341
10.5835,0.0549,0.1263,6.9013,2.0000,0.1595,0.2806,0.3516,0.6018,5.375278407684165
10.6750,0.0377,0.1019,8.2085,2.0000,0.1601,0.2802,0.3509,0.5998,5.375278407684165
10.7027,0.0330,0.0938,8.7620,2.0000,0.1606,0.2812,0.3515,0.6001,5.375278407684165
11.3884,0.0155,0.0411,19.1410,2.0000,0.4048,0.5288,0.5800,0.7334,8.391629968440892
10.8635,0.0571,0.0949,9.4133,1.0000,0.4049,0.5290,0.5802,0.7342,8.391629968440892
10.4187,0.0918,0.1335,6.8891,1.0000,0.4048,0.5281,0.5798,0.7344,8.391629968440892
10.2615,0.0189,0.0476,16.9037,2.0000,0.5091,0.6159,0.6575,0.7933,1.791759469228055
10.2375,0.0210,0.0507,16.0905,2.0000,0.5108,0.6177,0.6596,0.7939,1.791759469228055
10.4439,0.0039,0.0196,32.1662,4.0000,0.5097,0.6162,0.6575,0.7922,1.791759469228055
10.6883,0.0642,0.1010,8.9450,1.0000,0.3597,0.5190,0.5896,0.7535,4.127134385045092
10.6550,0.0665,0.1042,8.6891,1.0000,0.3594,0.5176,0.5883,0.7521,4.127134385045092
10.3380,0.0900,0.1292,7.1435,1.0000,0.3620,0.5218,0.5924,0.7557,4.127134385045092
10.3479,0.0453,0.0814,10.7985,2.0000,0.4361,0.5755,0.6322,0.7771,3.4011973816621555
10.5076,0.0325,0.0653,13.0691,2.0000,0.4365,0.5759,0.6329,0.7771,3.4011973816621555
10.5034,0.0324,0.0652,13.0712,2.0000,0.4363,0.5750,0.6324,0.7766,3.4011973816621555
9.9641,0.0053,0.0235,28.2490,4.0000,0.4816,0.6226,0.6690,0.8124,2.302585092994046
9.8857,0.0121,0.0373,20.2262,3.0000,0.4815,0.6239,0.6700,0.8134,2.302585092994046
10.0049,0.0021,0.0142,38.3424,5.0000,0.4808,0.6224,0.6687,0.8123,2.302585092994046
10.1890,0.0531,0.0911,9.7741,1.0000,0.4652,0.6017,0.6461,0.7808,2.3978952727983707
10.3397,0.0410,0.0758,11.4978,2.0000,0.4657,0.6023,0.6461,0.7816,2.3978952727983707
10.4108,0.0344,0.0682,12.6136,2.0000,0.4647,0.6018,0.6452,0.7797,2.3978952727983707
10.2931,0.0467,0.0856,10.0770,2.0000,0.3551,0.4941,0.5549,0.7400,7.6708948313621175
10.2624,0.0487,0.0887,9.7540,2.0000,0.3559,0.4954,0.5556,0.7402,7.6708948313621175
10.3250,0.0435,0.0824,10.4237,2.0000,0.3555,0.4948,0.5548,0.7391,7.6708948313621175
10.1734,0.0284,0.0607,13.8265,2.0000,0.4622,0.5923,0.6458,0.7922,3.2188758248682006
10.5076,0.0008,0.0083,51.6738,6.0000,0.4619,0.5917,0.6450,0.7909,3.2188758248682006
10.3878,0.0102,0.0331,22.4223,3.0000,0.4623,0.5929,0.6460,0.7923,3.2188758248682006
9.9381,0.0103,0.0490,13.6005,4.0000,0.1458,0.2526,0.3145,0.5934,6.776506992372183
9.9891,0.0018,0.0198,22.4153,6.0000,0.1445,0.2512,0.3133,0.5909,6.776506992372183
9.9754,0.0041,0.0298,18.2470,5.0000,0.1446,0.2514,0.3132,0.5924,6.776506992372183
10.0590,0.0367,0.0719,11.6929,2.0000,0.3733,0.5158,0.5775,0.7658,6.559615237493242
10.1564,0.0274,0.0597,13.6986,2.0000,0.3746,0.5176,0.5791,0.7656,6.559615237493242
10.4323,0.0042,0.0205,30.6054,4.0000,0.3725,0.5149,0.5767,0.7634,6.559615237493242
9.7978,0.0040,0.0208,30.1163,4.0000,0.4535,0.5867,0.6423,0.8112,5.187385805840755
9.7675,0.0068,0.0269,25.2296,3.0000,0.4528,0.5860,0.6414,0.8110,5.187385805840755
9.8412,0.0005,0.0062,56.3153,7.0000,0.4533,0.5866,0.6421,0.8106,5.187385805840755
10.3834,0.0140,0.0396,19.4752,3.0000,0.3279,0.4830,0.5543,0.7770,5.429345628954441
10.3255,0.0192,0.0479,16.7031,2.0000,0.3278,0.4825,0.5541,0.7763,5.429345628954441
10.3355,0.0177,0.0458,17.3489,2.0000,0.3272,0.4819,0.5542,0.7762,5.429345628954441
10.1716,0.0355,0.0707,11.9942,2.0000,0.3942,0.5322,0.5914,0.7687,6.144185634125646
10.6075,0.0001,0.0026,80.1262,10.0000,0.3940,0.5323,0.5909,0.7667,6.144185634125646
10.1045,0.0413,0.0778,11.0237,2.0000,0.3945,0.5325,0.5911,0.7686,6.144185634125646
10.3613,0.0839,0.1229,7.4883,1.0000,0.4168,0.5631,0.6210,0.7603,3.4011973816621555
11.0176,0.0341,0.0664,12.9934,2.0000,0.4142,0.5605,0.6190,0.7571,3.4011973816621555
10.4659,0.0763,0.1150,7.9579,1.0000,0.4152,0.5613,0.6191,0.7582,3.4011973816621555
9.0879,0.0003,0.0058,55.7844,8.0000,0.5406,0.6561,0.7034,0.8567,1.6094379124341003
9.0907,0.0002,0.0041,63.8581,9.0000,0.5410,0.6571,0.7032,0.8574,1.6094379124341003
9.0307,0.0050,0.0243,26.6607,4.0000,0.5397,0.6559,0.7030,0.8576,1.6094379124341003
11.1354,0.0315,0.0634,13.4538,2.0000,0.4395,0.5548,0.6020,0.7447,7.413970290190444
11.0600,0.0371,0.0707,12.2493,2.0000,0.4403,0.5547,0.6020,0.7447,7.413970290190444
10.5191,0.0784,0.1176,7.7674,1.0000,0.4407,0.5562,0.6033,0.7465,7.413970290190444
10.2452,0.0554,0.1093,7.9202,2.0000,0.1994,0.3278,0.3965,0.6689,6.142037405587356
10.4294,0.0314,0.0777,10.6009,2.0000,0.1997,0.3280,0.3965,0.6685,6.142037405587356
10.3859,0.0380,0.0863,9.7108,2.0000,0.2007,0.3284,0.3974,0.6694,6.142037405587356
9.9593,0.0419,0.0802,10.7378,2.0000,0.4142,0.5491,0.6050,0.7756,7.7142311448490855
10.1953,0.0219,0.0529,15.2213,2.0000,0.4134,0.5476,0.6039,0.7733,7.7142311448490855
10.1825,0.0227,0.0549,14.8031,2.0000,0.4128,0.5474,0.6036,0.7739,7.7142311448490855
10.0828,0.0292,0.0719,11.5246,2.0000,0.3320,0.5261,0.5848,0.7424,3.367295829986474
10.1346,0.0221,0.0612,13.0765,2.0000,0.3318,0.5269,0.5850,0.7412,3.367295829986474
10.2199,0.0132,0.0456,16.3804,3.0000,0.3326,0.5257,0.5843,0.7406,3.367295829986474
10.1684,0.0047,0.0274,22.1907,4.0000,0.2246,0.3681,0.4440,0.7149,5.476463551931511
10.2088,0.0000,0.0005,81.5686,15.0000,0.2247,0.3677,0.4442,0.7148,5.476463551931511
10.1483,0.0073,0.0350,19.1163,4.0000,0.2240,0.3666,0.4436,0.7153,5.476463551931511
10.4788,0.0578,0.0949,9.4220,1.0000,0.4294,0.5576,0.6091,0.7627,4.31748811353631
11.1583,0.0040,0.0195,33.0259,4.0000,0.4298,0.5565,0.6090,0.7622,4.31748811353631
10.4963,0.0562,0.0931,9.5943,1.0000,0.4294,0.5569,0.6091,0.7630,4.31748811353631
9.9827,0.0405,0.0767,11.3248,2.0000,0.4436,0.5893,0.6465,0.7950,3.2188758248682006
9.9729,0.0407,0.0771,11.2615,2.0000,0.4432,0.5890,0.6462,0.7945,3.2188758248682006
10.4648,0.0002,0.0038,71.2427,9.0000,0.4438,0.5893,0.6466,0.7927,3.2188758248682006
9.9257,0.0128,0.0450,16.4622,3.0000,0.4727,0.5678,0.6085,0.7583,1.791759469228055
10.0289,0.0004,0.0071,44.2657,8.0000,0.4728,0.5682,0.6092,0.7570,1.791759469228055
9.8359,0.0234,0.0632,12.7221,2.0000,0.4732,0.5683,0.6091,0.7586,1.791759469228055
10.7003,0.0411,0.0955,8.3182,2.0000,0.1408,0.2373,0.2902,0.5127,8.08394570229562
10.8303,0.0207,0.0645,11.4266,3.0000,0.1421,0.2389,0.2916,0.5131,8.08394570229562
10.8930,0.0115,0.0469,14.4749,3.0000,0.1416,0.2376,0.2907,0.5122,8.08394570229562
9.8666,0.0000,0.0004,64.6796,16.0000,0.2342,0.4042,0.4968,0.6847,4.110873864173311
9.8516,0.0025,0.0231,21.4584,6.0000,0.2336,0.4037,0.4971,0.6857,4.110873864173311
9.8666,0.0000,0.0004,62.2853,16.0000,0.2341,0.4045,0.4970,0.6847,4.110873864173311
10.2560,0.0249,0.0561,14.7051,2.0000,0.4540,0.5776,0.6288,0.7845,4.976733742420574
10.5567,0.0003,0.0049,64.9831,8.0000,0.4546,0.5777,0.6285,0.7830,4.976733742420574
10.1488,0.0338,0.0682,12.4745,2.0000,0.4542,0.5774,0.6282,0.7833,4.976733742420574
10.0398,0.0032,0.0179,33.5426,4.0000,0.4884,0.6214,0.6672,0.8098,2.302585092994046
9.7521,0.0286,0.0623,13.4171,2.0000,0.4863,0.6210,0.6661,0.8101,2.302585092994046
9.8502,0.0192,0.0489,16.4288,2.0000,0.4885,0.6215,0.6675,0.8106,2.302585092994046
10.0751,0.0468,0.0833,10.5554,2.0000,0.5162,0.6156,0.6557,0.7892,1.6094379124341003
10.1651,0.0403,0.0757,11.4865,2.0000,0.5159,0.6142,0.6545,0.7882,1.6094379124341003
10.4262,0.0188,0.0471,17.1159,2.0000,0.5156,0.6147,0.6553,0.7878,1.6094379124341003
10.1395,0.0378,0.0729,11.8252,2.0000,0.4454,0.5759,0.6303,0.7875,3.9318256327243257
10.5626,0.0035,0.0181,33.8485,4.0000,0.4448,0.5756,0.6299,0.7865,3.9318256327243257
10.4077,0.0160,0.0433,18.2886,2.0000,0.4451,0.5763,0.6302,0.7870,3.9318256327243257
11.2200,0.0523,0.0979,9.0207,2.0000,0.2497,0.3994,0.4768,0.6821,4.820281565605037
11.4354,0.0299,0.0695,12.0658,2.0000,0.2492,0.3985,0.4758,0.6810,4.820281565605037
10.7285,0.1035,0.1544,5.9935,1.0000,0.2474,0.3969,0.4742,0.6817,4.820281565605037
10.0856,0.0144,0.0409,18.9221,3.0000,0.4828,0.6121,0.6589,0.8011,2.4849066497880004
9.9164,0.0287,0.0618,13.5567,2.0000,0.4827,0.6127,0.6602,0.8031,2.4849066497880004
9.8536,0.0331,0.0683,12.5054,2.0000,0.4842,0.6149,0.6616,0.8039,2.4849066497880004
10.2689,0.0003,0.0043,62.2833,9.0000,0.3381,0.4837,0.5482,0.7502,7.43955930913332
10.1663,0.0087,0.0314,21.7811,3.0000,0.3372,0.4820,0.5470,0.7502,7.43955930913332
9.9805,0.0262,0.0610,13.1275,2.0000,0.3388,0.4844,0.5488,0.7511,7.43955930913332
10.2707,0.0475,0.0843,10.4086,2.0000,0.4401,0.5642,0.6157,0.7705,5.736572297479192
10.2453,0.0495,0.0864,10.1628,1.0000,0.4401,0.5636,0.6143,0.7703,5.736572297479192
10.4337,0.0339,0.0677,12.5881,2.0000,0.4385,0.5618,0.6130,0.7679,5.736572297479192
11.4433,0.0042,0.0195,33.1912,4.0000,0.4323,0.5506,0.5993,0.7458,5.75890177387728
10.9816,0.0394,0.0728,11.9227,2.0000,0.4335,0.5521,0.6006,0.7469,5.75890177387728
10.5991,0.0693,0.1071,8.4442,1.0000,0.4326,0.5501,0.5992,0.7471,5.75890177387728
10.3871,0.0038,0.0194,30.5620,4.0000,0.3388,0.4832,0.5471,0.7451,7.51425465281641
10.2246,0.0176,0.0469,16.2988,3.0000,0.3396,0.4840,0.5479,0.7461,7.51425465281641
10.1512,0.0248,0.0582,13.6807,2.0000,0.3386,0.4836,0.5466,0.7457,7.51425465281641
10.8976,0.0337,0.0664,12.9519,2.0000,0.3942,0.5702,0.6248,0.7609,3.2188758248682006
10.4580,0.0676,0.1062,8.5447,1.0000,0.3931,0.5714,0.6256,0.7615,3.2188758248682006
10.5751,0.0589,0.0962,9.3402,1.0000,0.3941,0.5716,0.6262,0.7613,3.2188758248682006
10.4227,0.0175,0.0451,17.0001,2.0000,0.3307,0.4738,0.5378,0.7381,7.2254814727822945
10.1346,0.0423,0.0798,10.5412,2.0000,0.3304,0.4740,0.5383,0.7388,7.2254814727822945
10.4856,0.0112,0.0348,20.7764,3.0000,0.3309,0.4748,0.5391,0.7384,7.2254814727822945
10.0688,0.0321,0.0659,12.8303,2.0000,0.3716,0.5257,0.5934,0.7881,4.820281565605037
10.2881,0.0145,0.0405,19.0842,3.0000,0.3715,0.5253,0.5926,0.7872,4.820281565605037
10.0997,0.0305,0.0635,13.2624,2.0000,0.3709,0.5251,0.5924,0.7881,4.820281565605037
10.7571,0.0239,0.0538,15.4016,2.0000,0.3608,0.5148,0.5828,0.7670,4.584967478670572
10.3737,0.0551,0.0926,9.6302,1.0000,0.3605,0.5138,0.5827,0.7678,4.584967478670572
10.7353,0.0261,0.0571,14.6733,2.0000,0.3602,0.5140,0.5825,0.7668,4.584967478670572
10.2187,0.0349,0.0833,9.6384,2.0000,0.1813,0.2974,0.3600,0.6136,7.144407180321139
10.1610,0.0425,0.0937,8.7256,2.0000,0.1804,0.2972,0.3601,0.6142,7.144407180321139
10.3962,0.0104,0.0426,16.1949,3.0000,0.1805,0.2964,0.3588,0.6122,7.144407180321139
11.3910,0.0030,0.0226,24.3578,5.0000,0.3518,0.4862,0.5208,0.6431,2.772588722239781
10.9043,0.0705,0.1314,6.8370,2.0000,0.3529,0.4876,0.5221,0.6451,2.772588722239781
10.7495,0.0929,0.1565,5.8615,1.0000,0.3533,0.4861,0.5206,0.6451,2.772588722239781
10.2526,0.0251,0.0565,14.6781,2.0000,0.3694,0.5281,0.5985,0.7865,4.442651256490317
10.3003,0.0217,0.0515,15.8316,2.0000,0.3706,0.5294,0.5999,0.7868,4.442651256490317
10.3514,0.0174,0.0451,17.6311,2.0000,0.3703,0.5292,0.5997,0.7861,4.442651256490317
10.2932,0.0546,0.0931,9.5260,1.0000,0.4448,0.5656,0.6152,0.7652,8.517193191416238
10.9530,0.0020,0.0124,42.3649,5.0000,0.4452,0.5644,0.6139,0.7632,8.517193191416238
10.6854,0.0224,0.0522,15.6875,2.0000,0.4456,0.5648,0.6140,0.7640,8.517193191416238
9.8742,0.0162,0.0434,17.8677,2.0000,0.4061,0.5537,0.6159,0.8019,5.030437921392435
10.0166,0.0034,0.0187,32.4409,4.0000,0.4074,0.5539,0.6158,0.8013,5.030437921392435
10.0613,0.0000,0.0009,103.3382,13.0000,0.4068,0.5529,0.6151,0.8009,5.030437921392435
9.9602,0.0028,0.0163,34.3213,5.0000,0.4181,0.5569,0.6154,0.7932,7.6760099320288875
9.9928,0.0003,0.0044,62.8143,9.0000,0.4181,0.5568,0.6152,0.7929,7.6760099320288875
9.7762,0.0192,0.0498,15.8116,2.0000,0.4194,0.5592,0.6172,0.7947,7.6760099320288875
10.1159,0.0117,0.0370,19.8804,3.0000,0.3973,0.5367,0.5959,0.7761,8.517193191416238
10.0084,0.0213,0.0527,15.0676,2.0000,0.3965,0.5368,0.5964,0.7759,8.517193191416238
9.8586,0.0356,0.0732,11.5349,2.0000,0.3984,0.5375,0.5967,0.7774,8.517193191416238
10.6812,0.0829,0.1303,6.7072,1.0000,0.1993,0.3173,0.3772,0.6027,7.6362696033793735
11.0088,0.0491,0.0921,9.2319,2.0000,0.1998,0.3175,0.3770,0.6018,7.6362696033793735
11.0403,0.0460,0.0878,9.6290,2.0000,0.2003,0.3172,0.3771,0.6019,7.6362696033793735
11.0463,0.0794,0.1164,7.8993,1.0000,0.4319,0.5491,0.5964,0.7342,3.8918202981106265
